id,trim,subTrim,condition,isOneOwner,mileage,mileageRd,age,color,displacement,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount,price
2376,550,unsp,Used,FALSE,110994,110994,9,Black,5.5,Gasoline,NC,SoA,unsp,unsp,unsp,0,23164.01624
2377,550,unsp,CPO,FALSE,11447,11447,3,Silver,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,85,69317.69021
2378,550,unsp,New,FALSE,1177,10000,2,unsp,4.6,Gasoline,LA,WSC,Premium,Alloy,unsp,67,111261.9214
2379,550,unsp,CPO,FALSE,30379,30379,4,Blue,4.6,Gasoline,CA,Pac,Premium,Alloy,unsp,66,58060.38301
2380,550,unsp,CPO,FALSE,27210,27210,3,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,76,62156.24555
2381,550,unsp,Used,FALSE,18110,18110,3,unsp,4.6,Gasoline,WA,Pac,Premium,Alloy,unsp,78,61973.0241
2382,400,Hybrid,CPO,FALSE,36942,36942,5,Silver,3.5,Hybrid,CA,Pac,Harman Kardon,Alloy,unsp,31,47004.04691
2383,550,unsp,Used,FALSE,65817,65817,9,Black,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,1,28278.90956
2384,550,unsp,CPO,FALSE,12854,12854,3,White,4.6,Gasoline,FL,SoA,Premium,Alloy,unsp,69,72457.4728
2385,550,unsp,New,FALSE,10,10000,2,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,0,110654.057
2386,550,unsp,Used,TRUE,12072,12072,3,White,4.6,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,40,68785.45464
2387,550,unsp,CPO,TRUE,27704,27704,4,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,12,58095.82797
2388,550,unsp,New,FALSE,7,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,19,13,112065.1849
2389,550,unsp,New,FALSE,9,10000,2,Blue,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,111147.6222
2390,550,unsp,New,FALSE,10,10000,1,Silver,4.6,Gasoline,GA,SoA,Premium,Alloy,unsp,58,111469.1309
2391,550,unsp,Used,FALSE,24689,24689,5,Black,5.5,Gasoline,IL,ENC,Premium,Alloy,unsp,69,52147.31832
2392,550,unsp,New,FALSE,20,10000,1,Black,4.6,Gasoline,CA,Pac,unsp,unsp,19,3,114357.8671
2393,550,unsp,Used,FALSE,47315,47315,5,Red,5.5,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,60,45413.80071
2394,550,unsp,Used,FALSE,34052,34052,5,Black,5.5,Gasoline,TX,WSC,unsp,unsp,unsp,2,49196.73022
2395,550,unsp,New,FALSE,5,10000,2,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,10,109202.5106
2396,55 AMG,unsp,Used,FALSE,84477,84477,13,Blue,5.4,Gasoline,GA,SoA,unsp,unsp,unsp,0,15348.04614
2397,500,unsp,Used,FALSE,59221,59221,12,Gold,5,Gasoline,CA,Pac,unsp,unsp,unsp,0,15852.02909
2398,430,unsp,Used,FALSE,167106,165000,12,Silver,4.3,Gasoline,NC,SoA,Premium,Alloy,unsp,57,9134.129989
2399,550,unsp,Used,FALSE,68000,68000,9,Gray,5.5,Gasoline,TX,WSC,Premium,Alloy,unsp,38,27684.16747
2400,550,unsp,CPO,TRUE,41540,41540,3,unsp,4.6,Gasoline,TN,ESC,Harman Kardon,Alloy,unsp,82,57767.90507
2401,550,unsp,New,FALSE,7,10000,1,Black,uns,unsp,NY,Mid,unsp,unsp,unsp,1,116958.9167
2402,500,unsp,Used,FALSE,134123,134123,13,Silver,5,Gasoline,CA,Pac,Bose,Alloy,unsp,20,9938.057666
2403,430,unsp,Used,FALSE,61219,61219,12,Gray,4.3,Gasoline,NC,SoA,unsp,Alloy,unsp,53,13852.39467
2404,430,unsp,Used,FALSE,56786,56786,10,Silver,4.3,Gasoline,CO,Mtn,Premium,Alloy,unsp,61,19402.62338
2405,550,unsp,New,FALSE,13,10000,1,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,113187.4192
2406,63 AMG,unsp,Used,TRUE,529,10000,1,White,5.5,Gasoline,GA,SoA,unsp,unsp,20,98,166315.8964
2407,550,unsp,New,FALSE,15,10000,1,Blue,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,70,111527.27
2408,550,unsp,CPO,FALSE,13960,13960,4,Black,4.6,Gasoline,FL,SoA,Premium,Alloy,unsp,72,64397.94373
2409,550,unsp,New,FALSE,7,10000,1,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,48,112842.305
2410,63 AMG,unsp,New,FALSE,10,10000,1,White,5.5,Gasoline,MD,SoA,unsp,unsp,unsp,84,164815.3087
2411,550,unsp,Used,FALSE,62574,62574,7,Blue,5.5,Gasoline,AZ,Mtn,unsp,Alloy,unsp,47,32824.73382
2412,550,unsp,CPO,FALSE,32579,32579,5,Gray,5.5,Gasoline,NY,Mid,Premium,Alloy,unsp,68,52741.53516
2413,550,unsp,New,FALSE,9724,10000,2,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,108373.2544
2414,430,unsp,Used,FALSE,128946,128946,10,Black,4.3,Gasoline,VA,SoA,Premium,Alloy,unsp,56,11979.68166
2415,550,unsp,New,FALSE,15,10000,1,White,4.6,Gasoline,FL,SoA,Premium,unsp,19,78,114087.7174
2416,550,unsp,New,FALSE,45,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,114710.4085
2417,430,unsp,Used,FALSE,164823,150000,13,Black,4.3,Gasoline,GA,SoA,unsp,Alloy,unsp,22,9322.694588
2418,550,unsp,Used,FALSE,36974,36974,6,Silver,5.5,Gasoline,MN,WNC,Harman Kardon,Alloy,unsp,45,44637.07363
2419,500,unsp,Used,FALSE,95207,95207,13,Silver,5,Gasoline,NJ,Mid,unsp,Alloy,unsp,55,11982.64865
2420,550,unsp,Used,FALSE,5031,10000,2,White,4.6,Gasoline,UT,Mtn,Premium,Alloy,unsp,73,102447.865
2421,550,unsp,CPO,FALSE,11839,11839,3,Gray,4.6,Gasoline,NC,SoA,Premium,Alloy,unsp,68,70546.85424
2422,550,unsp,Used,FALSE,94558,94558,8,Silver,5.5,Gasoline,VA,SoA,unsp,unsp,unsp,22,28416.45302
2423,500,unsp,Used,FALSE,181366,180000,18,Black,5,Gasoline,LA,WSC,unsp,Alloy,unsp,49,5419.252996
2424,550,unsp,Used,FALSE,82545,82545,8,Black,5.5,Gasoline,MD,SoA,unsp,unsp,unsp,37,30111.38453
2425,550,unsp,CPO,FALSE,25435,25435,3,Black,4.6,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,73,64420.3447
2426,550,unsp,Used,TRUE,18955,18955,4,Gray,4.6,Gasoline,WA,Pac,Harman Kardon,Premium,19,36,56745.69094
2427,500,unsp,Used,FALSE,141087,141087,14,Black,5,Gasoline,GA,SoA,Bose,Alloy,unsp,17,7936.514123
2428,550,unsp,Used,FALSE,48354,48354,5,Black,5.5,Gasoline,NY,Mid,Harman Kardon,unsp,unsp,19,45567.59942
2429,550,unsp,New,FALSE,5,10000,2,unsp,4.6,Gasoline,NY,Mid,unsp,unsp,unsp,1,110533.5829
2430,400,Hybrid,Used,TRUE,83498,83498,6,Black,3.5,Hybrid,CA,Pac,unsp,Alloy,unsp,15,29460.23407
2431,550,unsp,CPO,FALSE,30730,30730,3,Silver,4.6,Gasoline,TX,WSC,unsp,unsp,unsp,1,64978.71661
2432,550,unsp,New,FALSE,25,10000,1,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,18,76,112561.5861
2433,550,unsp,Used,FALSE,67000,67000,9,Silver,5.5,Gasoline,CA,Pac,unsp,Alloy,unsp,50,27534.24364
2434,550,unsp,New,FALSE,6,10000,2,Blue,4.6,Gasoline,CA,Pac,Premium,Alloy,unsp,63,111347.4143
2435,550,unsp,New,FALSE,25,10000,1,Black,4.6,Gasoline,HI,Pac,Premium,Alloy,unsp,68,112834.2468
2436,550,unsp,New,FALSE,18,10000,1,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,48,112198.579
2437,63 AMG,unsp,New,FALSE,28,10000,1,Black,5.5,Gasoline,IL,ENC,unsp,unsp,20,74,165616.6915
2438,500,unsp,Used,FALSE,66001,66001,16,Black,5,Gasoline,OH,ENC,unsp,Alloy,unsp,19,11401.58509
2439,550,unsp,New,FALSE,17,10000,2,Silver,4.6,Gasoline,FL,SoA,Premium,unsp,unsp,67,110417.1156
2440,600,unsp,Used,FALSE,154000,150000,15,Gold,5.8,Gasoline,VA,SoA,unsp,Alloy,unsp,33,6751.00581
2441,550,unsp,Used,TRUE,6777,10000,1,Silver,4.6,Gasoline,TX,WSC,Premium,unsp,18,103,98836.69901
2442,500,unsp,Used,FALSE,110440,110440,12,Gray,5,Gasoline,IL,ENC,Premium,Alloy,unsp,35,11012.77221
2443,550,unsp,CPO,TRUE,47353,47353,6,White,5.5,Gasoline,CA,Pac,unsp,Alloy,unsp,58,48101.27745
2444,550,unsp,Used,TRUE,30746,30746,5,Black,5.5,Gasoline,IL,ENC,Premium,Alloy,unsp,82,48641.14923
2445,550,unsp,Used,FALSE,20119,20119,5,Black,5.5,Gasoline,TX,WSC,unsp,unsp,unsp,4,53388.59158
2446,550,unsp,New,FALSE,10,10000,1,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,18,83,112538.7865
2447,63 AMG,unsp,CPO,FALSE,19185,19185,3,White,5.5,Gasoline,TN,ESC,Harman Kardon,Alloy,20,115,96810.23774
2448,550,unsp,Used,FALSE,72150,72150,9,Silver,5.5,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,44,26988.15034
2449,550,unsp,New,FALSE,12,10000,1,Silver,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,111539.7778
2450,500,unsp,Used,FALSE,111828,111828,14,Black,5,Gasoline,SC,SoA,unsp,Alloy,unsp,57,8625.933426
2451,550,unsp,CPO,FALSE,7560,10000,3,Black,4.6,Gasoline,FL,SoA,Harman Kardon,Alloy,19,54,75681.00544
2452,550,unsp,CPO,FALSE,12134,12134,3,Silver,4.6,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,74,68366.75075
2453,600,unsp,Used,FALSE,92000,92000,8,Black,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,0,31737.6521
2454,550,unsp,New,FALSE,20,10000,1,White,4.6,Gasoline,GA,SoA,Premium,Alloy,19,89,116663.9997
2455,550,unsp,CPO,FALSE,13514,13514,3,White,4.6,Gasoline,NJ,Mid,unsp,unsp,unsp,92,70935.92849
2456,63 AMG,unsp,Used,TRUE,22263,22263,4,Black,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,8,81375.23111
2457,500,unsp,Used,TRUE,209989,195000,16,Purple,5,Gasoline,GA,SoA,Premium,unsp,unsp,32,5070.334645
2458,550,unsp,New,FALSE,425,10000,1,White,4.6,Gasoline,WV,SoA,Premium,Alloy,unsp,66,115023.647
2459,550,unsp,New,FALSE,5,10000,1,Silver,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,63,112117.2033
2460,550,unsp,Used,FALSE,26723,26723,4,Black,4.6,Gasoline,GA,SoA,Premium,Alloy,unsp,69,56046.37131
2461,550,unsp,New,FALSE,9,10000,1,White,4.6,Gasoline,MN,WNC,Premium,Alloy,unsp,58,113342.4695
2462,550,unsp,CPO,TRUE,53008,53008,7,White,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,2,41270.67194
2463,550,unsp,New,FALSE,9,10000,2,Silver,4.6,Gasoline,MO,WNC,unsp,unsp,unsp,46,110559.6166
2464,430,unsp,Used,FALSE,112562,112562,11,Black,4.3,Gasoline,AZ,Mtn,Premium,unsp,unsp,38,10892.60425
2465,550,unsp,New,FALSE,8,10000,1,Black,4.6,Gasoline,CA,Pac,unsp,Alloy,19,91,114924.6538
2466,550,unsp,CPO,FALSE,30376,30376,6,White,5.5,Gasoline,TX,WSC,unsp,unsp,unsp,4,52501.71862
2467,550,unsp,New,FALSE,99,10000,2,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,64,110929.6454
2468,550,unsp,New,FALSE,11,10000,1,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,19,8,109255.7605
2469,550,unsp,CPO,TRUE,29015,29015,3,White,4.6,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,74,63285.77291
2470,550,unsp,Used,FALSE,53759,53759,8,Silver,5.5,Gasoline,IN,ENC,unsp,unsp,unsp,6,34361.34596
2471,550,unsp,New,FALSE,5,10000,1,Black,4.6,Gasoline,CA,Pac,unsp,unsp,19,17,115287.6625
2472,550,unsp,CPO,FALSE,21442,21442,3,White,4.6,Gasoline,OH,ENC,unsp,unsp,unsp,76,67337.72185
2473,550,unsp,New,FALSE,6,10000,1,Black,4.6,Gasoline,CO,Mtn,unsp,unsp,unsp,0,113057.8407
2474,500,unsp,Used,FALSE,121089,121089,10,Green,5,Gasoline,CA,Pac,Bose,unsp,unsp,6,12182.01077
2475,550,unsp,Used,FALSE,137544,137544,9,Black,5.5,Gasoline,NV,Mtn,unsp,Alloy,unsp,48,21870.39
2476,500,unsp,Used,FALSE,196289,195000,10,Silver,5,Gasoline,GA,SoA,Bose,Alloy,unsp,58,11515.58261
2477,550,unsp,CPO,TRUE,37584,37584,5,White,5.5,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,26,54744.87151
2478,550,unsp,CPO,TRUE,22790,22790,3,Silver,4.6,Gasoline,MD,SoA,Premium,unsp,unsp,52,66819.82835
2479,550,unsp,Used,TRUE,8202,10000,2,Gray,4.6,Gasoline,TX,WSC,unsp,Steel,18,68,101865.1939
2480,550,unsp,Used,FALSE,35139,35139,4,Black,4.6,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,71,51065.1068
2481,550,unsp,CPO,FALSE,12755,12755,4,Black,4.6,Gasoline,TX,WSC,Premium,Alloy,unsp,60,65933.67415
2482,550,unsp,Used,FALSE,55329,55329,8,Black,5.5,Gasoline,NY,Mid,unsp,Premium,unsp,51,34256.09914
2483,500,unsp,Used,FALSE,34988,34988,14,Black,5,Gasoline,MD,SoA,Bose,Alloy,unsp,56,15128.78408
2484,550,unsp,New,FALSE,5,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,113019.6158
2485,550,unsp,Used,FALSE,84556,84556,9,Silver,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,0,26843.83031
2486,550,unsp,Used,FALSE,56236,56236,9,Gray,5.5,Gasoline,WA,Pac,Harman Kardon,unsp,unsp,14,29969.66619
2487,550,unsp,CPO,FALSE,7551,10000,5,Silver,5.5,Gasoline,FL,SoA,unsp,Alloy,unsp,61,66019.98098
2488,550,unsp,CPO,FALSE,35652,35652,4,Black,4.6,Gasoline,FL,SoA,Premium,Alloy,unsp,105,53802.71291
2489,550,unsp,Used,TRUE,23346,23346,3,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,6,62070.02638
2490,550,unsp,CPO,TRUE,23775,23775,5,Black,5.5,Gasoline,CA,Pac,Harman Kardon,Premium,unsp,39,57304.47719
2491,550,unsp,Used,FALSE,116777,116777,9,Silver,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,0,23785.57039
2492,550,unsp,New,FALSE,6,10000,1,Black,4.6,Gasoline,NY,Mid,unsp,unsp,20,3,113383.3427
2493,550,unsp,New,FALSE,18,10000,2,Silver,4.6,Gasoline,MA,New,unsp,unsp,19,18,112279.1926
2494,550,unsp,New,FALSE,7,10000,2,Silver,4.6,Gasoline,NY,Mid,unsp,unsp,unsp,13,108326.9798
2495,550,unsp,New,FALSE,6,10000,1,Black,4.6,Gasoline,MN,WNC,Premium,Alloy,unsp,50,112179.4857
2496,500,unsp,Used,FALSE,132450,132450,22,White,5,Gasoline,CO,Mtn,unsp,Alloy,unsp,30,7644.546583
2497,550,unsp,Used,FALSE,90087,90087,8,Blue,5.5,Gasoline,NY,Mid,Premium,unsp,unsp,40,28128.24466
2498,550,unsp,Used,TRUE,51116,51116,7,White,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,14,37290.80411
2499,63 AMG,unsp,New,FALSE,13,10000,1,Black,5.5,unsp,CT,New,unsp,unsp,unsp,57,165343.8087
2500,550,unsp,Used,FALSE,22328,22328,8,Black,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,41,40151.41434
2501,550,unsp,Used,TRUE,27788,27788,3,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,3,60162.30086
2502,400,Hybrid,CPO,FALSE,37732,37732,6,Black,3.5,Hybrid,GA,SoA,Harman Kardon,Alloy,unsp,82,42599.81972
2503,550,unsp,Used,FALSE,57985,57985,9,Black,5.5,Gasoline,MN,WNC,Harman Kardon,Alloy,unsp,61,28118.6552
2504,550,unsp,New,FALSE,14,10000,1,Black,4.6,Gasoline,TX,WSC,unsp,unsp,18,85,113961.3484
2505,430,unsp,Used,FALSE,70521,70521,16,Black,4.3,Gasoline,GA,SoA,unsp,unsp,unsp,6,10710.08099
2506,550,unsp,CPO,FALSE,23425,23425,3,White,4.6,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,73,66690.07411
2507,550,unsp,Used,FALSE,125964,125964,9,Black,5.5,Gasoline,UT,Mtn,unsp,Alloy,unsp,78,21819.4539
2508,550,unsp,Used,FALSE,74026,74026,9,Black,5.5,Gasoline,MN,WNC,unsp,Alloy,unsp,56,27392.58399
2509,550,unsp,New,FALSE,14,10000,2,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,111681.2313
2510,550,unsp,CPO,TRUE,20265,20265,3,White,4.6,Gasoline,AZ,Mtn,Harman Kardon,Alloy,unsp,79,67046.72323
2511,430,unsp,Used,FALSE,46710,46710,12,Gray,4.3,Gasoline,UT,Mtn,unsp,unsp,unsp,6,16596.55553
2512,550,unsp,New,FALSE,10,10000,1,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,113042.1175
2513,550,unsp,New,FALSE,3532,10000,1,Blue,4.6,Gasoline,MA,New,unsp,unsp,19,9,109949.0654
2514,500,unsp,Used,FALSE,139043,139043,14,Black,5,Gasoline,OH,ENC,unsp,Alloy,unsp,71,6834.238763
2515,63 AMG,unsp,New,FALSE,12,10000,1,Black,5.5,Gasoline,MA,New,unsp,unsp,unsp,1,164230.2759
2516,550,unsp,New,FALSE,8,10000,1,Silver,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,111974.5533
2517,550,unsp,CPO,FALSE,6452,10000,3,Silver,4.6,Gasoline,CO,Mtn,Premium,unsp,unsp,82,72082.62047
2518,550,unsp,New,FALSE,13,10000,1,Silver,4.6,Gasoline,PA,Mid,Premium,unsp,unsp,74,111411.6318
2519,63 AMG,unsp,New,FALSE,24,10000,1,Black,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,1,168682.3354
2520,500,unsp,Used,FALSE,120575,120575,13,Gray,5,Gasoline,VA,SoA,Premium,unsp,unsp,32,10566.78709
2521,550,unsp,New,FALSE,25,10000,1,White,4.6,Gasoline,CA,Pac,Premium,unsp,unsp,85,115825.2905
2522,550,unsp,New,FALSE,7,10000,1,unsp,4.6,Gasoline,CA,Pac,unsp,unsp,18,88,114875.8804
2523,550,unsp,Used,FALSE,39664,39664,9,Black,5.5,Gasoline,FL,SoA,unsp,Alloy,unsp,72,32434.08464
2524,550,unsp,New,FALSE,10,10000,2,Silver,4.6,Gasoline,IL,ENC,Premium,Alloy,unsp,70,109182.1154
2525,550,unsp,Used,FALSE,65693,65693,6,Silver,5.5,Gasoline,GA,SoA,unsp,unsp,unsp,45,39201.06815
2526,550,unsp,Used,TRUE,26201,26201,4,Blue,4.6,Gasoline,TX,WSC,Premium,unsp,unsp,40,56407.50068
2527,420,unsp,Used,FALSE,188000,180000,17,unsp,4.2,Gasoline,OK,WSC,Premium,Alloy,unsp,67,5794.995299
2528,550,unsp,CPO,FALSE,23950,23950,5,Silver,5.5,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,29,56330.3142
2529,550,unsp,New,FALSE,7,10000,1,Black,4.6,Gasoline,CO,Mtn,Premium,Alloy,unsp,64,112467.3959
2530,550,unsp,CPO,TRUE,25130,25130,4,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,74,59218.55238
2531,550,unsp,CPO,TRUE,3175,10000,3,Silver,4.6,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,48,81161.20024
2532,550,unsp,New,FALSE,8,10000,1,Black,4.6,Gasoline,NY,Mid,unsp,unsp,unsp,30,113505.5859
2533,550,unsp,Used,FALSE,39717,39717,5,Black,5.5,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,24,48828.25051
2534,550,unsp,New,FALSE,25,10000,1,Blue,4.6,Gasoline,NJ,Mid,Premium,Alloy,18,83,114247.0387
2535,550,unsp,CPO,FALSE,27233,27233,4,Black,4.6,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,42,59413.56409
2536,550,unsp,New,FALSE,5,10000,1,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,111894.8341
2537,550,unsp,New,FALSE,23,10000,2,Beige,4.6,Gasoline,WA,Pac,Premium,Alloy,unsp,39,111533.9605
2538,550,unsp,New,FALSE,13,10000,2,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,10,109269.7004
2539,600,unsp,Used,FALSE,109346,109346,7,unsp,5.5,Gasoline,SC,SoA,Harman Kardon,Alloy,unsp,78,36361.74504
2540,550,unsp,New,FALSE,6,10000,2,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,0,110842.1913
2541,550,unsp,Used,FALSE,95137,95137,9,Silver,5.5,Gasoline,VA,SoA,unsp,Alloy,unsp,48,24625.94292
2542,550,unsp,New,FALSE,24,10000,1,Black,4.6,Gasoline,NJ,Mid,Premium,unsp,19,73,113076.7536
2543,550,unsp,New,FALSE,9,10000,1,Blue,4.6,Gasoline,MD,SoA,Premium,unsp,unsp,77,113060.3937
2544,550,unsp,New,FALSE,8232,10000,1,Black,4.6,Gasoline,MD,SoA,unsp,unsp,unsp,91,110786.6837
2545,550,unsp,Used,TRUE,13137,13137,3,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,11,65602.93819
2546,500,unsp,Used,FALSE,81630,81630,10,Black,5,Gasoline,TX,WSC,Bose,unsp,17,98,16831.25777
2547,550,unsp,New,FALSE,10,10000,2,Black,4.6,Gasoline,PA,Mid,Premium,Alloy,unsp,71,109757.9191
2548,500,unsp,Used,FALSE,31901,31901,14,Gray,5,Gasoline,CO,Mtn,unsp,Alloy,unsp,70,14107.04891
2549,550,unsp,New,FALSE,11,10000,1,Blue,4.6,Gasoline,NJ,Mid,Premium,Alloy,19,84,114494.4402
2550,550,unsp,Used,FALSE,27969,27969,5,Gray,5.5,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,67,49730.19482
2551,550,unsp,CPO,FALSE,24380,24380,4,Blue,4.6,Gasoline,GA,SoA,unsp,unsp,unsp,43,60382.31028
2552,550,unsp,New,FALSE,13,10000,1,Black,4.6,Gasoline,CA,Pac,unsp,unsp,18,84,113961.3484
2553,550,unsp,New,FALSE,7,10000,1,Blue,4.6,Gasoline,NY,Mid,unsp,unsp,unsp,2,114652.6969
2554,550,unsp,Used,FALSE,32545,32545,5,Black,5.5,Gasoline,CA,Pac,Harman Kardon,Premium,unsp,27,50191.62774
2555,550,unsp,New,FALSE,10,10000,1,Silver,4.6,Gasoline,NY,Mid,unsp,unsp,unsp,0,111566.6334
2556,550,unsp,New,FALSE,6,10000,2,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,3,110902.0788
2557,500,unsp,Used,TRUE,111821,111821,15,Silver,5,Gasoline,NJ,Mid,unsp,Alloy,unsp,20,8545.416357
2558,550,unsp,New,FALSE,12,10000,1,unsp,4.6,Gasoline,AL,ESC,unsp,unsp,18,83,112675.4633
2559,550,unsp,Used,TRUE,47634,47634,9,Black,5.5,Gasoline,OH,ENC,Premium,Alloy,unsp,57,30975.37492
2560,550,unsp,Used,TRUE,26802,26802,4,unsp,4.6,Gasoline,CA,Pac,Harman Kardon,Premium,unsp,37,56677.76268
2561,550,unsp,Used,FALSE,34158,34158,4,Silver,4.6,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,24,52982.89951
2562,550,unsp,New,FALSE,10,10000,2,Black,4.6,Gasoline,WI,ENC,unsp,unsp,unsp,54,110657.8984
2563,550,unsp,Used,FALSE,21008,21008,4,Silver,4.6,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,33,56566.34405
2564,550,unsp,CPO,TRUE,28073,28073,4,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,40,59075.30735
2565,550,unsp,New,FALSE,6,10000,1,Silver,4.6,Gasoline,NY,Mid,unsp,unsp,18,83,111803.631
2566,500,unsp,Used,FALSE,183220,180000,13,Black,5,Gasoline,TX,WSC,Premium,Alloy,unsp,37,8389.869754
2567,550,unsp,New,FALSE,8,10000,1,Blue,4.6,Gasoline,CA,Pac,unsp,unsp,18,85,114955.5137
2568,550,unsp,New,FALSE,6,10000,1,unsp,4.6,Gasoline,CA,Pac,unsp,unsp,18,83,114172.4224
2569,550,unsp,New,FALSE,8,10000,1,Black,4.6,Gasoline,TX,WSC,Premium,unsp,unsp,104,113095.9574
2570,550,unsp,New,FALSE,15,10000,1,Black,4.7,Gasoline,NJ,Mid,Premium,Alloy,unsp,67,139718.6007
2571,550,unsp,New,FALSE,5,10000,1,Silver,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,70,110718.7814
2572,550,unsp,CPO,TRUE,23730,23730,4,Black,4.6,Gasoline,TX,WSC,unsp,Alloy,unsp,55,60815.62722
2573,550,unsp,New,FALSE,7,10000,1,White,4.6,Gasoline,KS,WNC,unsp,unsp,unsp,0,112182.3626
2574,550,unsp,CPO,FALSE,39914,39914,5,unsp,5.5,Gasoline,MD,SoA,Premium,Alloy,unsp,63,52972.06515
2575,63 AMG,unsp,New,FALSE,6,10000,1,White,5.5,Gasoline,NY,Mid,unsp,unsp,unsp,4,165892.0319
2576,550,unsp,CPO,TRUE,35077,35077,4,Black,4.6,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,33,57384.18926
2577,550,unsp,CPO,TRUE,26925,26925,4,Gray,4.6,Gasoline,IL,ENC,Premium,Alloy,unsp,74,58537.27192
2578,550,unsp,Used,FALSE,88960,88960,9,White,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,0,26877.40065
2579,550,unsp,New,FALSE,10,10000,1,unsp,uns,unsp,PA,Mid,unsp,unsp,unsp,0,113580.4917
2580,550,unsp,Used,TRUE,10732,10732,2,Blue,4.6,Gasoline,NV,Mtn,Premium,Alloy,unsp,69,89495.68353
2581,550,unsp,Used,FALSE,63498,63498,8,Black,5.5,Gasoline,NY,Mid,Harman Kardon,Alloy,unsp,24,33068.85301
2582,550,unsp,New,FALSE,21,10000,2,unsp,4.6,Gasoline,NY,Mid,unsp,unsp,unsp,0,115567.5036
2583,550,unsp,New,FALSE,7,10000,1,Black,4.6,Gasoline,MN,WNC,Premium,Alloy,unsp,58,112537.6062
2584,550,unsp,Used,FALSE,24326,24326,4,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,0,58417.32893
2585,550,unsp,New,FALSE,12,10000,2,Black,4.6,Gasoline,MA,New,unsp,unsp,unsp,54,110631.0428
2586,420,unsp,Used,FALSE,68219,68219,21,Silver,4.2,Gasoline,CA,Pac,unsp,Alloy,unsp,16,8888.464607
2587,550,unsp,Used,FALSE,34919,34919,8,Gray,5.5,Gasoline,TX,WSC,Premium,unsp,unsp,42,38112.5642
