"","X","trim","subTrim","condition","isOneOwner","mileage","year","color","displacement","fuel","state","region","soundSystem","wheelType","wheelSize","featureCount","price","pice"
"2869","2869","600",NA,"Used","f",54000,"2012","Black","5.5 L","Gasoline","FL","SoA","Bang Olufsen",NA,NA,33,0,63704.3100905841
"2870","2870","63 AMG",NA,"Used","f",18415,"2011","Silver","5.5 L","Gasoline","FL","SoA","Premium","Alloy",NA,84,0,70852.2693715099
"2871","2871","550",NA,"New","f",10,"2015",NA,"4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,60,0,112495.621831672
"2872","2872","550",NA,"New","f",10,"2015","Silver","4.6 L","Gasoline","FL","SoA","Premium","Alloy",NA,66,0,112076.023667698
"2873","2873","63 AMG",NA,"New","f",16,"2015","Black","5.5 L","Gasoline","FL","SoA",NA,"Alloy","20",63,0,164149.89239752
"2874","2874","550",NA,"New","f",3,"2015","Black","4.6 L","Gasoline","CA","Pac","Premium","Alloy","18",84,0,112166.632385702
"2875","2875","550",NA,"Used","f",41407,"2007","White","5.5 L","Gasoline","KS","WNC",NA,NA,NA,32,0,33044.8432464155
"2876","2876","550",NA,"Used","f",44904,"2008","Black","5.5 L","Gasoline","VA","SoA","Harman Kardon","Alloy",NA,44,0,34033.3139487186
"2877","2877","550",NA,"Used","f",79690,"2008","White","5.5 L","Gasoline","TX","WSC","Harman Kardon",NA,NA,20,0,31061.5467839301
"2878","2878","550",NA,"Used","f",29049,"2011","Silver","5.5 L","Gasoline","MS","ESC",NA,NA,NA,54,0,45805.6514931488
"2879","2879","550",NA,"New","f",9,"2014","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,15,0,111122.282965856
"2880","2880","550",NA,"New","f",8,"2015","Silver","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,69,0,112301.096551907
"2881","2881","600",NA,"Used","f",46181,"2002","Silver","5.8 L","Gasoline","TX","WSC","Premium",NA,NA,34,0,19310.6196290936
"2882","2882","550",NA,"Used","f",1512,"2015","Black","4.6 L","Gasoline","IL","ENC",NA,NA,"20",11,0,111381.505916561
"2883","2883","550",NA,"Used","f",85039,"2008","Black","5.5 L","Gasoline","CA","Pac",NA,"Alloy",NA,48,0,29405.0298563371
"2884","2884","550",NA,"Used","f",51585,"2010","Black","5.5 L","Gasoline","KS","WNC",NA,NA,NA,21,0,40643.9900070709
"2885","2885","550",NA,"Used","f",90826,"2007","Gray","5.5 L","Gasoline","OH","ENC","Premium",NA,NA,39,0,26429.7785796147
"2886","2886","550",NA,"New","f",12,"2015","Black","4.6 L","Gasoline","NY","Mid","Premium",NA,NA,76,0,112645.010733057
"2887","2887","550",NA,"New","f",5,"2014","White","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,0,112131.856033067
"2888","2888","550",NA,"CPO","t",33392,"2011","Black","5.5 L","Gasoline","CA","Pac",NA,"Alloy",NA,17,0,50315.4971195831
"2889","2889","550",NA,"CPO","f",3591,"2013","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,1,0,73334.3377303801
"2890","2890","550",NA,"Used","f",20433,"2013","Silver","4.6 L","Gasoline","NC","SoA","Harman Kardon","Alloy",NA,80,0,59440.5720021222
"2891","2891","550",NA,"Used","f",59376,"2007","Black","5.5 L","Gasoline","IL","ENC",NA,"Alloy",NA,76,0,29246.6974106908
"2892","2892","320",NA,"Used","f",168856,"1999","Gray","3.2 L","Gasoline","LA","WSC",NA,"Alloy",NA,7,0,6143.96309748278
"2893","2893","550",NA,"New","f",23,"2015","Black","4.6 L","Gasoline","PA","Mid",NA,NA,"18",122,0,112935.548001363
"2894","2894","550",NA,"New","f",12,"2015","Black","4.6 L","Gasoline","IL","ENC","Premium","Alloy",NA,65,0,112561.984941203
"2895","2895","350",NA,"Used","f",38954,"2012","White","3.0 L","Diesel","TX","WSC","Harman Kardon","Alloy",NA,62,0,45559.5189850101
"2896","2896","550",NA,"Used","f",104123,"2007","Gray","5.5 L","Gasoline","VA","SoA","Harman Kardon",NA,NA,66,0,25396.6019781055
"2897","2897","600",NA,"Used","f",69129,"2003","Black","5.5 L","Gasoline","TX","WSC",NA,NA,NA,35,0,20574.2658888202
"2898","2898","550",NA,"New","f",7,"2015","Silver","4.6 L","Gasoline","NY","Mid",NA,NA,NA,1,0,112081.187588601
"2899","2899","500",NA,"Used","f",83475,"2006","Gray","5.0 L","Gasoline","VA","SoA",NA,NA,NA,0,0,15332.9691231822
"2900","2900","550",NA,"Used","f",95877,"2007","Beige","5.5 L","Gasoline","VA","SoA","Bose","Alloy",NA,61,0,25708.401436507
"2901","2901","550",NA,"Used","f",54930,"2007","Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,65,0,29815.1659499115
"2902","2902","550",NA,"New","f",7,"2014","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,9,0,111027.318313171
"2903","2903","550",NA,"New","f",18,"2015","White","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,113438.199802527
"2904","2904","430",NA,"Used","f",115470,"2004","Black","4.3 L","Gasoline","IL","ENC","Premium","Alloy",NA,69,0,11402.5807001821
"2905","2905","550",NA,"CPO","t",23907,"2012",NA,"4.6 L","Gasoline","CA","Pac","Harman Kardon",NA,NA,29,0,57112.0328013774
"2906","2906","550",NA,"New","f",11,"2014",NA,"4.6 L","Gasoline","NJ","Mid",NA,NA,NA,1,0,111084.071598795
"2907","2907","550",NA,"New","f",10,"2015","Green","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,71,0,112516.804653553
"2908","2908","550",NA,"CPO","t",18321,"2012","Black","4.6 L","Gasoline","MA","New",NA,NA,NA,3,0,58552.6759948116
"2909","2909","420",NA,"Used","f",165648,"1994","White","4.2 L","Gasoline","CA","Pac","Premium","Alloy",NA,42,0,5606.42742326466
"2910","2910","550",NA,"Used","t",45524,"2009","Silver","5.5 L","Gasoline","WA","Pac","Premium","Alloy",NA,74,0,35302.6931396223
"2911","2911","550",NA,"Used","f",46861,"2007","Silver","5.5 L","Gasoline","MA","New","Premium","Alloy",NA,43,0,30832.7507680773
"2912","2912","550",NA,"New","f",7,"2014","Black","4.6 L","Gasoline","CA","Pac",NA,NA,"20",12,0,111170.137825006
"2913","2913","550",NA,"Used","f",68605,"2007","Silver","5.5 L","Gasoline","TX","WSC",NA,"Alloy",NA,51,0,28048.6397062742
"2914","2914","550",NA,"Used","t",93300,"2007","Black","5.5 L","Gasoline","SC","SoA",NA,"Alloy",NA,51,0,26134.2070796683
"2915","2915","550",NA,"New","f",27,"2015","Silver","4.6 L","Gasoline","NY","Mid",NA,NA,"19",4,0,112564.770711859
"2916","2916","550",NA,"Used","t",43127,"2008","Black","5.5 L","Gasoline","NY","Mid",NA,NA,NA,33,0,34844.4302426633
"2917","2917","550",NA,"New","f",13,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","18",74,0,112603.614436156
"2918","2918","550",NA,"New","f",13,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","18",79,0,112612.517208752
"2919","2919","55 AMG",NA,"Used","f",114701,"2002","Black","5.4 L","Gasoline","SC","SoA",NA,"Alloy",NA,45,0,13999.9989201072
"2920","2920","63 AMG",NA,"New","f",9,"2015","Black","5.5 L","Gasoline","CA","Pac",NA,NA,NA,2,0,164428.380437147
"2921","2921","350",NA,"Used","t",38713,"2013","Silver","3.0 L","Diesel","IN","ENC","Harman Kardon","Alloy",NA,80,0,51469.0112968749
"2922","2922","550",NA,"New","f",11,"2015","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,1,0,112086.621902635
"2923","2923","500",NA,"Used","f",92839,"2004",NA,"5.0 L","Gasoline","KS","WNC",NA,NA,NA,15,0,13939.9112757851
"2924","2924","550",NA,"CPO","t",48617,"2011","Black","5.5 L","Gasoline","MO","WNC","Harman Kardon",NA,NA,37,0,48339.017822708
"2925","2925","550",NA,"Used","t",33316,"2010","Black","5.5 L","Gasoline","FL","SoA","Premium","Alloy",NA,75,0,43454.4012078246
"2926","2926","550",NA,"CPO","t",18868,"2011","Black","5.5 L","Gasoline","TX","WSC",NA,NA,NA,9,0,53980.2192331156
"2927","2927","550",NA,"Used","f",17510,"2011","Black","5.5 L","Gasoline","NC","SoA","Harman Kardon",NA,NA,69,0,49600.3247777834
"2928","2928","550",NA,"Used","f",83869,"2009","Silver","5.5 L","Gasoline","GA","SoA","Harman Kardon",NA,NA,38,0,30875.0473772175
"2929","2929","550",NA,"New","f",5,"2015",NA,"4.6 L","Gasoline","NY","Mid",NA,NA,NA,1,0,112111.235349523
"2930","2930","430",NA,"Used","t",180000,"2000","Black","4.3 L","Gasoline","CA","Pac",NA,NA,NA,6,0,5887.15043268772
"2931","2931","550",NA,"Used","f",5954,"2012","Blue","4.6 L","Gasoline","FL","SoA",NA,NA,NA,9,0,60970.2807102961
"2932","2932","430",NA,"Used","f",112135,"2003","Silver","4.3 L","Gasoline","TX","WSC","Premium",NA,NA,39,0,10653.886994364
"2933","2933","550",NA,"Used","f",84000,"2008",NA,"5.5 L","Gasoline","OH","ENC","Harman Kardon",NA,NA,50,0,29780.5083197046
"2934","2934","550",NA,"New","f",3,"2015",NA,"4.6 L","Gasoline","CA","Pac",NA,NA,NA,96,0,112214.020751121
"2935","2935","63 AMG",NA,"New","f",5,"2015","Black","5.5 L","Gasoline","NY","Mid","Premium","Alloy",NA,69,0,164726.751825073
"2936","2936","55 AMG",NA,"Used","f",122376,"2003","Black","5.4 L","Gasoline","NC","SoA","Premium","Alloy",NA,55,0,14598.144767135
"2937","2937","550",NA,"New","f",48,"2015","Black","4.6 L","Gasoline","PA","Mid","Premium","Alloy","20",107,0,113062.747121088
"2938","2938","550",NA,"CPO","f",50494,"2011","Silver","5.5 L","Gasoline","OH","ENC","Premium","Alloy",NA,72,0,47483.0111562431
"2939","2939","65 AMG",NA,"New","f",4,"2015","Black","6.0 L","Gasoline","CA","Pac","Bang Olufsen",NA,"20",63,0,231631.152291762
"2940","2940","600",NA,"Used","f",164642,"1998","Black","6.0 L","Gasoline","VA","SoA",NA,"Alloy",NA,40,0,21044.0971862531
"2941","2941","550",NA,"Used","f",112525,"2007","Black","5.5 L","Gasoline","CA","Pac","Harman Kardon",NA,NA,92,0,24870.4557792572
"2942","2942","550",NA,"New","f",2,"2015","Gray","4.6 L","Gasoline","NY","Mid",NA,NA,"19",14,0,119074.989832345
"2943","2943","550",NA,"New","f",30,"2015","Silver","4.6 L","Gasoline","NV","Mtn",NA,NA,"20",9,0,115666.198953629
"2944","2944","500",NA,"Used","f",151870,"2001","Silver","5.0 L","Gasoline","CA","Pac",NA,"Alloy",NA,22,0,7037.18631931874
"2945","2945","500",NA,"Used","f",36439,"2004","Black","5.0 L","Gasoline","CA","Pac","Premium","Alloy",NA,45,0,20516.587838003
"2946","2946","550",NA,"New","f",15,"2015","Black","4.6 L","Gasoline","TX","WSC",NA,NA,NA,71,0,113127.492562677
"2947","2947","500",NA,"Used","f",73531,"2004","Silver","5.0 L","Gasoline","IL","ENC","Bose","Alloy",NA,24,0,15220.3530794625
"2948","2948","550",NA,"Used","f",41381,"2007","Silver","5.5 L","Gasoline","MN","WNC","Premium","Alloy",NA,46,0,31741.0967686375
"2949","2949","350",NA,"Used","f",24325,"2012","Black","3.0 L","Diesel","TX","WSC","Harman Kardon","Alloy",NA,61,0,47489.8099055284
"2950","2950","550",NA,"New","f",1,"2015","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,1,0,111290.97800634
"2951","2951","63 AMG",NA,"Used","f",46833,"2008","Silver","6.3 L","Gasoline","NJ","Mid","Premium","Alloy",NA,43,0,46302.5044436487
"2952","2952","550",NA,"Used","f",79289,"2007","Silver","5.5 L","Gasoline","NJ","Mid","Premium",NA,NA,56,0,27275.7478349158
"2953","2953","550",NA,"New","f",15,"2015","Silver","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,66,0,112490.255668908
"2954","2954","550",NA,"Used","f",46968,"2011","Black","5.5 L","Gasoline","TX","WSC",NA,"Alloy",NA,62,0,42180.1230471267
"2955","2955","550",NA,"Used","f",47019,"2011","Black","5.5 L","Gasoline","PA","Mid","Premium","Alloy",NA,64,0,42172.1964044507
"2956","2956","550",NA,"New","f",8,"2014","Blue","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,64,0,111085.651665872
"2957","2957","550",NA,"New","f",10,"2015","Black","4.6 L",NA,"NY","Mid","Premium","Alloy",NA,56,0,112487.442109224
"2958","2958","550",NA,"New","f",5,"2014","Silver","4.6 L","Gasoline","OR","Pac","Premium","Alloy",NA,20,0,111050.836915699
"2959","2959","550",NA,"New","f",7,"2014","Black","4.6 L","Gasoline","NY","Mid",NA,NA,"18",99,0,111170.137825006
"2960","2960","550",NA,"CPO","f",44363,"2010","Silver","5.5 L","Gasoline","CA","Pac","Harman Kardon","Premium",NA,34,0,48173.5357687199
"2961","2961","63 AMG",NA,"Used","f",18100,"2009","White","6.3 L","Gasoline","FL","SoA","Premium",NA,NA,44,0,58973.0229477623
"2962","2962","430",NA,"Used","f",117414,"2002","Silver","4.3 L","Gasoline","FL","SoA",NA,"Alloy",NA,16,0,8593.52526268034
"2963","2963","550",NA,"New","f",14,"2015","Silver","4.6 L","Gasoline","OK","WSC",NA,NA,NA,3,0,112753.076313216
"2964","2964","430",NA,"Used","f",143798,"2000","Silver","4.3 L","Gasoline","WA","Pac","Bose","Alloy",NA,18,0,6839.78674233171
"2965","2965","550",NA,"Used","f",102939,"2007","Gray","5.5 L","Gasoline","CA","Pac",NA,NA,NA,0,0,25518.5461585327
"2966","2966","550",NA,"New","f",73,"2014","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,54,0,110723.692800302
"2967","2967","550",NA,"New","f",27,"2015",NA,"4.6 L","Gasoline","VA","SoA",NA,NA,NA,0,0,112634.263919901
"2968","2968","550",NA,"CPO","f",26455,"2012","Silver","4.6 L","Gasoline","MO","WNC","Harman Kardon","Alloy","18",102,0,55962.6525644144
"2969","2969","550",NA,"New","f",12,"2015","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,0,112084.35026084
"2970","2970","500",NA,"Used","f",45592,"2006","Gray","5.0 L","Gasoline","CA","Pac","Bose","Alloy",NA,45,0,19524.9474184331
"2971","2971","430",NA,"Used","f",96516,"2002","White","4.3 L","Gasoline","FL","SoA","Bose","Alloy","16",46,0,11066.2008649596
"2972","2972","420",NA,"Used","f",73985,"1999","Beige","4.2 L","Gasoline","GA","SoA",NA,NA,NA,0,0,12878.7499937355
"2973","2973","550",NA,"CPO","f",37691,"2011","Silver","5.5 L","Gasoline","RI","New","Harman Kardon","Alloy",NA,45,0,50141.4170593494
"2974","2974","550",NA,"New","f",6,"2015","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,30,0,112311.775536153
"2975","2975","63 AMG",NA,"Used","f",37345,"2011","Black","5.5 L","Gasoline","NJ","Mid","Bang Olufsen",NA,NA,54,0,69186.3809033891
"2976","2976","430",NA,"Used","f",117100,"2003","Silver","4.3 L","Gasoline","NY","Mid",NA,"Alloy",NA,52,0,10044.4769509746
"2977","2977","400","Hybrid","Used","f",59801,"2010","White","3.5 L","Hybrid","NC","SoA",NA,NA,NA,79,0,37773.2848876265
"2978","2978","550",NA,"New","f",15,"2015","Blue","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,66,0,112624.395194372
"2979","2979","430",NA,"Used","f",101391,"2004","Gray","4.3 L","Gasoline","CT","New",NA,"Alloy",NA,66,0,12352.2851656674
"2980","2980","550",NA,"New","f",5,"2015","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,69,0,112298.23239022
"2981","2981","550",NA,"CPO","f",28797,"2012","Black","4.6 L","Gasoline","MD","SoA","Premium","Alloy",NA,73,0,55608.0568337958
"2982","2982","550",NA,"Used","f",17835,"2011","Black","5.5 L","Gasoline","FL","SoA",NA,"Alloy",NA,60,0,48938.9184063642
"2983","2983","550",NA,"CPO","t",22950,"2012","White","4.6 L","Gasoline","GA","SoA","Harman Kardon",NA,NA,47,0,58658.022359529
"2984","2984","550",NA,"New","f",12,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,"Alloy","18",63,0,112558.091969406
"2985","2985","550",NA,"New","f",359,"2015","Blue","4.6 L","Gasoline","CA","Pac",NA,"Alloy","18",107,0,113667.572499275
"2986","2986","550",NA,"Used","f",43189,"2009","White","5.5 L","Gasoline","FL","SoA","Premium","Alloy",NA,58,0,36198.6514444266
"2987","2987","430",NA,"Used","f",84644,"2005",NA,"4.3 L","Gasoline","FL","SoA",NA,NA,NA,5,0,14291.1757458696
"2988","2988","550",NA,"Used","f",63288,"2008","Black","5.5 L","Gasoline","FL","SoA","Premium",NA,NA,47,0,31523.3984132824
"2989","2989","550",NA,"CPO","f",36128,"2012","Black","4.6 L","Gasoline","NC","SoA","Premium","Alloy","18",38,0,54369.3374191452
"2990","2990","550",NA,"New","f",55,"2015","Black","4.6 L","Gasoline","MA","New","Premium",NA,NA,74,0,113151.669782594
"2991","2991","550",NA,"New","f",11,"2014","Silver","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,0,110652.379936469
"2992","2992","500",NA,"Used","f",78801,"2001","Black","5.0 L","Gasoline","IN","ENC",NA,NA,NA,31,0,12280.07848406
"2993","2993","550",NA,"Used","f",90956,"2007","Silver","5.5 L","Gasoline","MO","WNC","Harman Kardon","Alloy",NA,56,0,25988.8538910741
"2994","2994","550",NA,"New","f",5,"2014","Black","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,69,0,111193.656427533
"2995","2995","420",NA,"Used","f",133750,"1995","White","4.2 L","Gasoline","KY","ESC",NA,"Alloy",NA,14,0,7681.86269091336
"2996","2996","430",NA,"Used","f",50030,"2001","Black","4.3 L","Gasoline","CA","Pac","Premium",NA,NA,41,0,14925.050493658
"2997","2997","550",NA,"New","f",10,"2015","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,"18",86,0,112458.394305399
"2998","2998","550",NA,"Used","t",16438,"2012","Black","4.6 L","Gasoline","FL","SoA","Harman Kardon",NA,NA,78,0,54350.3343942248
"2999","2999","550",NA,"Used","f",6669,"2015","Silver","4.6 L","Gasoline","IL","ENC",NA,NA,NA,12,0,107563.8205189
"3000","3000","550",NA,"New","f",10,"2015","Silver","4.6 L","Gasoline","FL","SoA",NA,"Alloy","18",64,0,112072.160761509
"3001","3001","550",NA,"CPO","t",22410,"2013","Black","4.6 L","Gasoline","GA","SoA","Harman Kardon",NA,NA,39,0,64405.0119904325
"3002","3002","550",NA,"New","f",4,"2015","Black","4.6 L","Gasoline","NC","SoA","Premium",NA,NA,77,0,112273.937172703
"3003","3003","430",NA,"Used","f",142392,"2002","Silver","4.3 L","Gasoline","IL","ENC","Bose","Alloy",NA,48,0,7504.70364653011
"3004","3004","63 AMG",NA,"New","f",10,"2015",NA,"5.5 L","Gasoline","NJ","Mid",NA,NA,"20",85,0,164649.184396716
"3005","3005","550",NA,"CPO","t",33516,"2012","White","4.6 L","Gasoline","NY","Mid",NA,NA,NA,77,0,56641.5614486134
"3006","3006","550",NA,"New","f",23,"2014","Silver","4.6 L","Gasoline","MO","WNC",NA,NA,NA,36,0,110800.799770817
"3007","3007","550",NA,"Used","f",7299,"2014","Black","4.6 L","Gasoline","TX","WSC",NA,"Alloy",NA,26,0,94949.5267261262
"3008","3008","550",NA,"Used","f",80921,"2007","Red","5.5 L","Gasoline","IL","ENC",NA,"Alloy",NA,55,0,26985.5215968005
"3009","3009","550",NA,"New","f",10,"2014","Black","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,69,0,111044.203804004
"3010","3010","550",NA,"New","f",7,"2014","White","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,72,0,112018.755860886
"3011","3011","63 AMG",NA,"New","f",82,"2015","Silver","5.5 L","Gasoline","CA","Pac",NA,NA,NA,2,0,163818.413509154
"3012","3012","550",NA,"New","f",5,"2015","Blue","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,112106.076693624
"3013","3013","500",NA,"Used","f",140000,"2004","Gold","5.0 L","Gasoline","SC","SoA",NA,"Alloy",NA,51,0,10596.7729322465
"3014","3014","550",NA,"CPO","f",2740,"2014","White","4.6 L","Gasoline","TX","WSC",NA,NA,NA,75,0,98933.8239965696
"3015","3015","550",NA,"New","f",7,"2015","White","4.6 L","Gasoline","SC","SoA","Premium","Alloy",NA,65,0,113286.045221131
"3016","3016","550",NA,"Used","t",52223,"2008","Silver","5.5 L","Gasoline","NY","Mid",NA,"Alloy",NA,20,0,33038.72835631
"3017","3017","550",NA,"Used","t",65300,"2011","Black","5.5 L","Gasoline","GA","SoA","Premium",NA,NA,51,0,40235.1380262723
"3018","3018","63 AMG",NA,"New","f",10,"2015","Black","5.5 L","Gasoline","NY","Mid","Premium","Alloy",NA,80,0,164582.595037732
"3019","3019","550",NA,"Used","f",8223,"2012","Silver","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,59,0,58764.5178128708
"3020","3020","63 AMG",NA,"Used","f",39956,"2009","Black","6.3 L","Gasoline","MA","New",NA,NA,NA,62,0,52193.3496698244
"3021","3021","550",NA,"CPO","t",30175,"2012","Silver","4.6 L","Gasoline","MD","SoA","Premium","Alloy",NA,72,0,55414.2871628174
"3022","3022","550",NA,"New","f",10,"2014","White","4.6 L","Gasoline","NJ","Mid","Premium",NA,NA,67,0,111999.868144737
"3023","3023","550",NA,"Used","f",68386,"2007","Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,60,0,28214.8120363279
"3024","3024","550",NA,"New","f",13,"2015","Black","4.6 L","Gasoline","CO","Mtn",NA,NA,"19",22,0,115581.386603564
"3025","3025","550",NA,"New","f",5,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,112111.235349523
"3026","3026","550",NA,"CPO","f",26611,"2012","Black","4.6 L","Gasoline","RI","New",NA,NA,NA,53,0,56330.1061741245
"3027","3027","550",NA,"CPO","t",46420,"2011","White","5.5 L","Gasoline","CA","Pac",NA,NA,NA,3,0,49512.2743159217
"3028","3028","550",NA,"New","f",9,"2015","White","4.6 L","Gasoline","NY","Mid",NA,NA,"19",2,0,113218.784958381
"3029","3029","63 AMG",NA,"New","f",23,"2014","White","5.5 L","Gasoline","PA","Mid","Premium","Alloy",NA,63,0,157918.906193813
"3030","3030","550",NA,"CPO","f",2495,"2014","Black","4.6 L","Gasoline","VA","SoA",NA,"Alloy",NA,78,0,97972.6899735242
"3031","3031","550",NA,"New","f",15,"2014","Silver","4.6 L","Gasoline","FL","SoA",NA,NA,NA,4,0,110592.281789376
"3032","3032","550",NA,"CPO","f",29884,"2012","White","4.6 L","Gasoline","NC","SoA",NA,"Alloy",NA,33,0,56764.1548802514
"3033","3033","550",NA,"New","f",10,"2015","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,"20",80,0,112448.137522696
"3034","3034","65 AMG",NA,"Used","t",10263,"2011","Black","6.0 L","Gasoline","FL","SoA",NA,NA,NA,0,0,94599.1317431498
"3035","3035","550",NA,"New","f",15,"2014","Blue","4.6 L","Gasoline","TX","WSC",NA,NA,NA,0,0,111016.33244694
"3036","3036","63 AMG",NA,"CPO","f",18890,"2011","Silver","5.5 L","Gasoline","GA","SoA","Harman Kardon",NA,NA,36,0,75892.4246723306
"3037","3037","550",NA,"Used","f",124294,"2008","Black","5.5 L","Gasoline","FL","SoA",NA,NA,NA,0,0,26608.3241828355
"3038","3038","550",NA,"Used","f",83528,"2008","White","5.5 L","Gasoline","CA","Pac",NA,"Premium",NA,2,0,30719.1709816543
"3039","3039","550",NA,"Used","f",35039,"2008","White","5.5 L","Gasoline","TX","WSC","Harman Kardon",NA,NA,62,0,37042.3575094589
"3040","3040","550",NA,"CPO","f",28644,"2011","Gray","5.5 L","Gasoline","NJ","Mid","Premium","Alloy",NA,73,0,51030.148328086
"3041","3041","550",NA,"CPO","f",28704,"2012","Silver","4.6 L","Gasoline","VA","SoA","Premium","Alloy",NA,87,0,55482.9047615939
