,trim,subTrim,condition,isOneOwner,mileage,year,color,displacement,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount,Actual,Boosting,Lasso,
9228,550,unsp,Used,t,10654,2011,Black,5.5 L,Gasoline,AL,ESC,unsp,unsp,unsp,36,"50,994","57,211","53,433","6,217"
9427,600,unsp,Used,t,17225,2007,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,"39,991","46,202","40,887","6,211"
4565,550,unsp,CPO,f,18822,2012,Black,4.6 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,46,"55,555","61,765","57,964","6,210"
6723,550,unsp,Used,f,17711,2011,Black,5.5 L,Gasoline,TN,ESC,Harman Kardon,Alloy,unsp,78,"45,500","51,710","49,304","6,210"
2435,550,unsp,New,f,25,2015,Black,4.6 L,Gasoline,HI,Pac,Premium,Alloy,unsp,68,"106,625","112,834","112,795","6,209"
1682,550,unsp,CPO,t,26707,2012,Black,4.6 L,Gasoline,MD,SoA,Premium,Alloy,unsp,76,"52,986","59,193","56,222","6,207"
1013,63 AMG,unsp,Used,f,27005,2009,White,6.3 L,Gasoline,TX,WSC,unsp,unsp,unsp,0,"49,991","56,197","56,156","6,206"
4699,550,unsp,CPO,f,28766,2013,Black,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,43,"57,992","64,196","62,685","6,204"
606,550,unsp,New,f,8,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,18,85,"107,575","113,772","112,525","6,197"
7996,550,unsp,New,f,10,2014,unsp,4.6 L,Gasoline,CA,Pac,unsp,unsp,18,84,"117,085","110,889","111,102","6,196"
9181,550,unsp,New,f,8,2014,White,4.6 L,Gasoline,CA,Pac,unsp,Alloy,18,52,"105,720","111,914","111,990","6,194"
216,550,unsp,New,f,25,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,20,12,"106,211","112,405","112,727","6,194"
691,400,Hybrid,Used,t,26935,2011,White,3.5 L,Hybrid,TX,WSC,Harman Kardon,Alloy,unsp,83,"42,950","49,144","44,768","6,194"
1109,550,unsp,New,f,52,2014,Black,4.6 L,Gasoline,OH,ENC,Premium,unsp,unsp,64,"105,115","111,307","110,788","6,192"
7851,550,unsp,New,f,10,2015,Blue,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,58,"106,525","112,716","112,484","6,191"
8963,550,unsp,Used,f,96885,2008,Silver,5.5 L,Gasoline,WA,Pac,Premium,Alloy,unsp,81,"31,999","25,809","28,310","6,190"
2017,550,unsp,Used,f,18896,2013,Black,4.6 L,Gasoline,FL,SoA,unsp,unsp,19,2,"69,991","63,802","60,043","6,189"
212,550,unsp,Used,f,83183,2008,Gray,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,18,"34,991","28,802","29,852","6,189"
164,350,unsp,Used,f,15520,2012,Silver,3.0 L,Diesel,TX,WSC,Harman Kardon,Alloy,unsp,61,"53,995","60,182","50,486","6,187"
4411,550,unsp,CPO,f,2173,2013,Black,4.6 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,27,"89,950","83,764","75,981","6,186"
520,550,unsp,New,f,9,2014,Silver,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,12,"101,642","107,828","110,979","6,186"
8603,550,unsp,CPO,f,15665,2013,Gray,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,1,"65,991","72,177","65,705","6,186"
1351,600,unsp,Used,f,51347,2003,Black,5.5 L,Gasoline,WA,Pac,unsp,unsp,unsp,0,"14,950","21,135","22,739","6,185"
8762,550,unsp,Used,f,13884,2013,Black,4.6 L,Gasoline,LA,WSC,unsp,unsp,unsp,54,"73,977","67,794","62,634","6,183"
3603,550,unsp,Used,f,79943,2007,Black,5.5 L,Gasoline,NC,SoA,unsp,Alloy,unsp,81,"31,891","25,711","27,037","6,180"
2534,550,unsp,New,f,25,2015,Blue,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,18,83,"120,425","114,247","112,812","6,178"
7873,550,unsp,Used,f,78263,2010,Red,5.5 L,Gasoline,NY,Mid,Harman Kardon,Alloy,unsp,44,"30,961","37,138","37,326","6,177"
1934,550,unsp,CPO,f,6046,2012,Black,4.6 L,Gasoline,FL,SoA,unsp,Alloy,unsp,29,"61,991","68,167","63,852","6,176"
6545,550,unsp,Used,f,47033,2010,Black,5.5 L,Gasoline,WA,Pac,Harman Kardon,Alloy,unsp,72,"46,998","40,824","41,045","6,174"
6933,550,unsp,Used,f,42505,2010,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,71,"49,992","43,821","41,785","6,171"
5002,600,unsp,Used,f,68782,2005,Black,5.5 L,Gasoline,FL,SoA,Premium,Alloy,unsp,72,"17,000","23,166","23,769","6,166"
3847,550,unsp,Used,f,45594,2010,Silver,5.5 L,Gasoline,LA,WSC,Harman Kardon,Alloy,unsp,78,"46,782","40,616","41,129","6,166"
6865,550,unsp,New,f,8,2014,Black,4.6 L,Gasoline,NC,SoA,unsp,unsp,unsp,10,"102,121","108,285","111,138","6,164"
5976,550,unsp,New,f,10,2014,Silver,4.6 L,Gasoline,ME,New,unsp,unsp,unsp,54,"116,435","110,273","110,959","6,162"
3364,550,unsp,Used,t,47048,2013,Black,4.6 L,Gasoline,FL,SoA,Premium,Alloy,19,72,"45,999","52,160","54,266","6,161"
4732,550,unsp,Used,t,36900,2011,Black,5.5 L,Gasoline,MD,SoA,Harman Kardon,Premium,unsp,54,"41,900","48,059","44,380","6,159"
6107,550,unsp,New,f,15,2014,Silver,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,53,"104,165","110,324","110,882","6,159"
8162,550,unsp,Used,f,7120,2014,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,83,"90,000","96,159","95,248","6,159"
179,550,unsp,CPO,t,25813,2012,Black,4.6 L,Gasoline,WV,SoA,Premium,Alloy,unsp,73,"52,919","59,078","56,407","6,159"
8809,550,unsp,Used,f,35700,2011,White,5.5 L,Gasoline,IL,ENC,Premium,unsp,unsp,12,"55,980","49,822","45,345","6,158"
1846,550,unsp,New,f,23,2015,White,4.6 L,Gasoline,WI,ENC,unsp,unsp,18,92,"109,600","115,756","113,788","6,156"
219,500,unsp,Used,f,45432,2006,Beige,5.0 L,Gasoline,CA,Pac,unsp,Alloy,unsp,51,"14,500","20,654","19,551","6,154"
8155,550,unsp,New,f,171,2015,White,4.6 L,Gasoline,TX,WSC,unsp,unsp,18,86,"109,800","115,952","114,867","6,152"
9374,550,unsp,New,f,8,2014,Black,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,71,"116,915","110,764","111,145","6,151"
198,550,unsp,New,f,9,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,81,"106,395","112,546","112,557","6,151"
655,550,unsp,New,f,32,2015,Black,4.6 L,Gasoline,MN,WNC,Premium,Alloy,18,61,"106,965","113,115","112,858","6,150"
3022,550,unsp,New,f,10,2014,White,4.6 L,Gasoline,NJ,Mid,Premium,unsp,unsp,67,"106,450","112,599","112,000","6,149"
4678,550,unsp,Used,f,29716,2013,Black,4.6 L,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,64,"52,995","59,140","56,945","6,145"
8940,550,unsp,New,f,12,2015,Red,4.6 L,Gasoline,TX,WSC,unsp,unsp,18,86,"108,505","114,647","113,079","6,142"
704,550,unsp,New,f,10,2015,unsp,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,59,"106,420","112,562","112,494","6,142"
3728,550,unsp,Used,t,33182,2010,White,5.5 L,Gasoline,MO,WNC,Premium,Alloy,unsp,59,"53,950","47,810","44,697","6,140"
9467,550,unsp,Used,f,31783,2012,Black,4.6 L,Gasoline,NJ,Mid,Harman Kardon,unsp,unsp,74,"45,990","52,129","50,033","6,139"
3843,550,unsp,CPO,f,27868,2012,White,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,2,"65,991","59,852","57,438","6,139"
3567,550,unsp,CPO,f,42489,2009,White,5.5 L,Gasoline,RI,New,unsp,Alloy,unsp,14,"37,885","44,020","45,385","6,135"
6669,550,unsp,New,f,18,2015,Blue,4.6 L,Gasoline,NY,Mid,Premium,unsp,unsp,74,"105,945","112,079","112,768","6,134"
5082,550,unsp,Used,f,23693,2011,Black,5.5 L,Gasoline,MA,New,Harman Kardon,unsp,unsp,65,"46,877","53,010","48,334","6,133"
3086,550,unsp,New,f,1,2015,Silver,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,65,"118,165","112,033","111,649","6,132"
5319,600,unsp,Used,f,99957,2003,Black,5.5 L,Gasoline,VA,SoA,Premium,Alloy,unsp,56,"7,500","13,629","17,561","6,129"
6778,550,unsp,New,f,10,2013,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1,"108,055","101,928","106,046","6,127"
3610,550,unsp,CPO,f,24053,2013,Silver,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,10,"71,870","65,745","63,746","6,125"
1603,65 AMG,unsp,CPO,t,25617,2012,Silver,6.0 L,Gasoline,MD,SoA,Premium,Alloy,unsp,80,"94,998","101,121","103,966","6,123"
3507,550,unsp,New,f,5,2015,White,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,69,"118,960","112,837","113,196","6,123"
9965,550,unsp,New,f,10,2015,Silver,4.6 L,Gasoline,NC,SoA,Premium,Alloy,unsp,57,"117,590","111,469","112,339","6,121"
3991,550,unsp,New,f,11,2015,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,0,"106,895","113,015","112,344","6,120"
2833,550,unsp,CPO,f,23756,2012,Black,4.6 L,Gasoline,MA,New,unsp,unsp,unsp,10,"65,998","59,881","56,947","6,117"
9155,500,unsp,Used,f,89562,2002,Silver,5.0 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"5,995","12,109","11,836","6,114"
7561,550,unsp,Used,f,107118,2007,Black,5.5 L,Gasoline,FL,SoA,unsp,Alloy,unsp,16,"29,995","23,883","24,617","6,112"
9392,600,unsp,Used,t,36465,2008,Black,5.5 L,Gasoline,OH,ENC,Harman Kardon,Alloy,unsp,58,"49,995","43,885","35,282","6,110"
3278,550,unsp,New,f,2170,2015,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,2,"109,160","115,268","115,057","6,108"
8546,550,unsp,Used,f,40131,2010,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,43,"38,992","45,095","42,436","6,103"
5714,63 AMG,unsp,New,f,8,2015,White,5.5 L,Gasoline,TX,WSC,Premium,Alloy,unsp,76,"157,160","163,262","165,943","6,102"
1663,63 AMG,unsp,New,f,23,2015,White,5.5 L,Gasoline,TX,WSC,unsp,unsp,20,97,"177,760","171,659","165,807","6,101"
1702,550,unsp,CPO,f,54249,2011,Silver,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,10,"53,982","47,881","47,327","6,101"
3223,550,unsp,Used,t,36364,2012,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,39,"58,678","52,582","49,334","6,096"
6421,550,unsp,Used,f,77663,2007,Blue,5.5 L,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,59,"19,995","26,089","27,250","6,094"
896,63 AMG,unsp,New,f,7,2014,Black,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,55,"153,185","159,278","157,977","6,093"
4554,550,unsp,New,f,10,2015,Silver,4.6 L,Gasoline,NC,SoA,unsp,unsp,unsp,1,"105,905","111,997","112,193","6,092"
5728,63 AMG,unsp,New,f,3,2015,unsp,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,97,"172,925","166,840","164,923","6,085"
8270,550,unsp,New,f,16,2015,White,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,"108,040","114,125","113,551","6,085"
1403,550,unsp,Used,t,59607,2007,Blue,5.5 L,Gasoline,MD,SoA,unsp,unsp,unsp,30,"33,850","27,766","29,641","6,084"
5123,550,unsp,New,f,13,2014,Black,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"104,665","110,747","110,763","6,082"
5687,500,unsp,Used,f,63281,2006,unsp,5.0 L,Gasoline,TX,WSC,unsp,Alloy,unsp,1,"21,995","15,916","17,118","6,079"
2847,550,unsp,New,f,3,2014,Black,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,67,"105,125","111,203","111,304","6,078"
3100,550,unsp,New,f,5,2014,Silver,4.6 L,Gasoline,CA,Pac,Premium,unsp,unsp,65,"116,475","110,397","111,091","6,078"
3923,550,unsp,New,f,5,2014,Silver,4.6 L,Gasoline,CA,Pac,Premium,unsp,unsp,65,"116,475","110,397","111,091","6,078"
9475,unsp,unsp,New,f,22,2013,Black,3.0 L,Gasoline,MD,SoA,unsp,unsp,unsp,47,"102,885","96,808","101,871","6,077"
9999,550,unsp,CPO,f,14738,2013,White,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,54,"79,650","73,575","68,199","6,075"
7655,500,unsp,Used,f,149461,2001,White,5.0 L,Gasoline,DE,SoA,unsp,unsp,unsp,15,"14,500","8,425","8,455","6,075"
1991,550,unsp,New,f,5,2015,Blue,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"106,635","112,705","111,789","6,070"
9312,550,unsp,CPO,t,29194,2013,unsp,4.6 L,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,53,"69,991","63,925","62,556","6,066"
9899,550,unsp,New,f,14,2015,Blue,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,67,"106,265","112,331","112,605","6,066"
4383,550,unsp,CPO,t,20633,2013,Gray,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,77,"58,995","65,057","64,597","6,062"
2481,550,unsp,CPO,f,12755,2012,Black,4.6 L,Gasoline,TX,WSC,Premium,Alloy,unsp,60,"71,995","65,934","60,088","6,061"
6700,550,unsp,New,f,25,2015,Silver,4.6 L,Gasoline,MD,SoA,unsp,unsp,unsp,96,"120,035","113,975","112,771","6,060"
6478,550,unsp,New,f,12,2014,Silver,4.6 L,Gasoline,GA,SoA,Premium,Alloy,unsp,68,"103,415","109,472","110,854","6,057"
4043,550,unsp,New,f,8,2015,Blue,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,70,"107,385","113,441","112,492","6,056"
927,550,unsp,New,f,3,2015,Green,4.6 L,Gasoline,AL,ESC,Premium,unsp,unsp,37,"111,105","117,158","112,098","6,053"
2582,550,unsp,New,f,21,2014,unsp,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,0,"109,515","115,568","110,961","6,053"
176,550,unsp,New,f,6,2014,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"104,790","110,842","112,097","6,052"
1028,550,unsp,New,f,11,2015,White,4.6 L,Gasoline,FL,SoA,unsp,Alloy,18,64,"107,010","113,058","113,142","6,048"
9157,550,unsp,New,f,10,2015,White,4.6 L,Gasoline,OR,Pac,Premium,unsp,unsp,74,"107,010","113,058","113,478","6,048"
2953,550,unsp,New,f,15,2015,Silver,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,"117,945","111,897","112,490","6,048"
1261,550,unsp,Used,f,51397,2012,Black,4.6 L,Gasoline,NJ,Mid,unsp,unsp,unsp,80,"40,995","47,042","46,797","6,047"
7800,550,unsp,Used,f,4159,2014,Black,4.6 L,Gasoline,FL,SoA,unsp,Alloy,unsp,74,"93,199","99,246","96,345","6,047"
5594,550,unsp,New,f,10,2014,White,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,0,"105,020","111,066","112,000","6,046"
1539,550,unsp,New,f,16,2015,Silver,4.6 L,Gasoline,TX,WSC,unsp,unsp,18,87,"107,605","113,650","113,034","6,045"
3426,550,unsp,Used,f,78591,2009,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,38,"24,975","31,018","31,245","6,043"
6876,550,unsp,Used,f,40795,2012,Silver,4.6 L,Gasoline,VA,SoA,Premium,Alloy,unsp,78,"55,989","49,948","47,906","6,041"
2918,550,unsp,New,f,13,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,18,79,"118,620","112,579","112,613","6,041"
2700,550,unsp,New,f,19,2015,Black,4.6 L,Gasoline,MA,New,unsp,unsp,19,7,"104,945","110,985","112,610","6,040"
379,550,unsp,New,f,9,2014,White,4.6 L,Gasoline,PA,Mid,Premium,Alloy,unsp,70,"117,240","111,200","111,965","6,040"
3709,550,unsp,Used,t,67945,2008,Gray,5.5 L,Gasoline,AL,ESC,Premium,Alloy,unsp,64,"37,900","31,865","31,265","6,035"
5800,550,unsp,New,f,45,2015,Black,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,67,"107,575","113,605","112,976","6,030"
5261,600,unsp,New,f,9,2015,Black,6.0 L,unsp,NJ,Mid,Premium,Alloy,19,73,"170,075","176,102","175,596","6,027"
528,550,unsp,CPO,f,16099,2013,Black,4.6 L,Gasoline,MO,WNC,Harman Kardon,unsp,unsp,81,"72,850","66,825","65,883","6,025"
5710,550,unsp,New,f,9,2014,Black,4.6 L,Gasoline,FL,SoA,unsp,Alloy,18,52,"104,165","110,190","110,779","6,025"
9922,550,unsp,New,f,10,2014,Silver,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,2,"116,045","110,021","110,959","6,024"
1672,550,unsp,Used,f,18579,2010,Gray,5.5 L,Gasoline,NC,SoA,Harman Kardon,unsp,unsp,45,"43,950","49,974","48,044","6,024"
4958,550,unsp,Used,f,32550,2010,White,5.5 L,Gasoline,NJ,Mid,Harman Kardon,unsp,unsp,71,"40,777","46,800","44,893","6,023"
5049,550,unsp,New,f,1,2015,Black,4.6 L,Gasoline,FL,SoA,Premium,Alloy,unsp,68,"118,375","112,352","111,517","6,023"
240,550,unsp,Used,f,56006,2007,Red,5.5 L,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,66,"23,900","29,922","29,673","6,022"
6364,550,unsp,New,f,6,2014,Silver,4.6 L,Gasoline,CA,Pac,Premium,unsp,unsp,65,"116,415","110,397","111,057","6,018"
2667,350,unsp,Used,f,56595,2012,Silver,3.0 L,Diesel,IL,ENC,Harman Kardon,Alloy,unsp,79,"39,555","45,570","41,449","6,015"
1015,550,unsp,Used,f,128305,2007,White,5.5 L,Gasoline,AL,ESC,unsp,unsp,unsp,32,"17,800","23,815","24,813","6,015"
9751,550,unsp,CPO,t,13325,2013,Silver,4.6 L,Gasoline,CA,Pac,Premium,unsp,20,54,"65,881","71,895","66,867","6,014"
4104,550,unsp,New,f,13,2015,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"107,120","113,132","113,009","6,012"
4761,550,unsp,Used,t,18939,2013,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,4,"58,995","65,004","62,069","6,009"
887,550,unsp,New,f,1462,2015,Silver,4.6 L,Gasoline,GA,SoA,Premium,Alloy,unsp,66,"106,705","112,713","113,885","6,008"
9603,550,unsp,CPO,f,16548,2012,Black,4.6 L,Gasoline,MD,SoA,Premium,Alloy,18,72,"66,960","60,953","58,634","6,007"
5895,550,unsp,Used,f,24381,2011,Black,5.5 L,Gasoline,VA,SoA,unsp,Alloy,unsp,56,"46,450","52,453","46,935","6,003"
3309,550,unsp,New,f,18,2015,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,30,"107,245","113,248","112,680","6,003"
3660,550,unsp,Used,f,23461,2013,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,89,"57,800","63,802","60,218","6,002"
5691,550,unsp,New,f,33,2014,White,4.6 L,Gasoline,GA,SoA,Premium,Alloy,unsp,69,"105,460","111,462","111,673","6,002"
4339,550,unsp,CPO,t,19016,2013,Silver,4.6 L,Gasoline,OH,ENC,unsp,unsp,unsp,7,"72,500","66,499","65,108","6,001"
2220,550,unsp,New,f,18,2014,White,4.6 L,Gasoline,FL,SoA,Premium,Alloy,20,73,"104,960","110,960","111,525","6,000"
5544,550,unsp,New,f,23,2015,Silver,4.6 L,Gasoline,TN,ESC,Premium,Alloy,20,61,"106,811","112,811","112,613","6,000"
7075,550,unsp,Used,f,99916,2007,Silver,5.5 L,Gasoline,NC,SoA,Premium,Alloy,unsp,33,"29,990","23,990","25,264","6,000"
1445,550,unsp,Used,f,84335,2007,Black,5.5 L,Gasoline,NH,New,Harman Kardon,Premium,unsp,93,"28,872","22,876","26,969","5,996"
9541,600,unsp,Used,f,83545,2002,Black,5.8 L,Gasoline,VA,SoA,unsp,Alloy,unsp,55,"15,900","9,905","14,815","5,995"
9806,550,unsp,New,f,18,2014,Black,4.6 L,Gasoline,FL,SoA,unsp,Alloy,18,52,"104,165","110,158","110,627","5,993"
3222,63 AMG,unsp,New,f,10,2014,Black,5.5 L,Gasoline,CA,Pac,Premium,Alloy,unsp,61,"164,025","158,032","157,656","5,993"
9358,550,unsp,Used,t,41412,2012,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,3,"45,753","51,745","48,462","5,992"
833,550,unsp,New,f,15,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,72,"105,755","111,744","112,644","5,989"
970,550,unsp,New,f,17,2015,Blue,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"106,965","112,952","112,191","5,987"
1048,550,unsp,New,f,11,2015,White,4.6 L,Gasoline,FL,SoA,Premium,unsp,unsp,85,"121,060","115,074","113,240","5,986"
5820,550,unsp,Used,f,35921,2012,Gray,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"47,907","53,891","48,893","5,984"
4323,550,unsp,New,f,8,2014,Black,4.6 L,Gasoline,NJ,Mid,Premium,unsp,unsp,65,"105,590","111,573","111,145","5,983"
7525,550,unsp,New,f,10,2014,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,2,"104,225","110,208","111,102","5,983"
5217,550,unsp,New,f,13,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,unsp,unsp,90,"108,865","114,847","112,696","5,982"
4251,550,unsp,New,f,1024,2014,Green,4.6 L,Gasoline,GA,SoA,unsp,unsp,19,10,"102,360","108,340","110,198","5,980"
1928,350,unsp,Used,t,17659,2012,Silver,3.0 L,Diesel,VA,SoA,unsp,unsp,unsp,14,"62,995","57,017","49,991","5,978"
9599,550,unsp,Used,f,15105,2010,White,5.5 L,Gasoline,MA,New,unsp,unsp,unsp,16,"48,999","54,977","50,481","5,978"
8785,500,unsp,Used,f,140483,2000,Silver,5.0 L,Gasoline,TN,ESC,Premium,unsp,unsp,34,"12,800","6,823","7,950","5,977"
8235,550,unsp,CPO,t,24370,2012,Black,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,71,"65,988","60,013","56,754","5,975"
3974,550,unsp,New,f,9,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,19,21,"108,851","114,826","112,420","5,975"
9620,550,unsp,New,f,10,2015,Black,4.6 L,Gasoline,TX,WSC,unsp,unsp,18,83,"107,255","113,230","113,013","5,975"
3127,63 AMG,unsp,New,f,8,2015,Black,5.5 L,Gasoline,OK,WSC,Premium,Alloy,unsp,66,"158,035","164,008","165,027","5,973"
9225,550,unsp,Used,t,30710,2013,Blue,4.6 L,Gasoline,GA,SoA,unsp,unsp,unsp,73,"51,450","57,422","57,451","5,972"
8837,430,unsp,Used,f,137086,2004,Gray,4.3 L,Gasoline,OH,ENC,Premium,Alloy,unsp,51,"2,995","8,965","10,149","5,970"
5642,430,unsp,Used,f,57154,2003,Silver,4.3 L,Gasoline,PA,Mid,Bose,Alloy,17,75,"17,995","12,028","15,283","5,967"
201,550,unsp,New,f,180,2014,Silver,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,20,"120,465","114,500","110,111","5,965"
3816,550,unsp,New,f,10,2015,Black,4.6 L,Gasoline,FL,SoA,Premium,Alloy,unsp,61,"106,215","112,179","112,209","5,964"
2795,550,unsp,New,f,9,2014,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,10,"101,821","107,785","111,122","5,964"
7144,430,unsp,Used,f,182752,2004,Black,4.3 L,Gasoline,GA,SoA,unsp,Alloy,unsp,55,"14,900","8,939","8,009","5,961"
1441,550,unsp,New,f,5,2015,Silver,4.6 L,Gasoline,LA,WSC,unsp,unsp,unsp,0,"117,425","111,465","112,354","5,960"
5911,550,unsp,CPO,t,10855,2013,Black,4.6 L,Gasoline,PA,Mid,unsp,unsp,unsp,90,"64,559","70,518","68,024","5,959"
5615,550,unsp,New,f,45,2015,Black,4.6 L,Gasoline,TX,WSC,Premium,unsp,unsp,85,"108,365","114,324","113,520","5,959"
5350,63 AMG,unsp,Used,f,63592,2010,Black,6.3 L,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,70,"58,999","53,041","54,329","5,958"
7077,600,unsp,Used,t,30351,2007,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,22,"37,992","43,949","36,761","5,957"
8640,550,unsp,New,f,51,2014,Black,4.6 L,Gasoline,NJ,Mid,Premium,unsp,unsp,65,"105,375","111,332","110,792","5,957"
1005,550,unsp,Used,t,9860,2013,Silver,4.6 L,Gasoline,FL,SoA,Premium,Alloy,unsp,70,"59,999","65,954","63,928","5,955"
532,550,unsp,Used,f,26450,2011,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,75,"44,999","50,948","46,059","5,949"
5557,550,unsp,CPO,f,28669,2012,Silver,4.6 L,Gasoline,MA,New,unsp,unsp,unsp,10,"51,998","57,947","55,783","5,949"
9856,550,unsp,Used,f,58792,2012,Silver,4.6 L,Gasoline,GA,SoA,Premium,Alloy,19,46,"39,499","45,447","45,436","5,948"
4387,63 AMG,unsp,New,f,47,2015,Black,5.5 L,Gasoline,KY,ESC,Premium,Alloy,unsp,57,"169,865","163,918","164,173","5,947"
5031,550,unsp,Used,f,36858,2008,Silver,5.5 L,Gasoline,TX,WSC,Premium,Alloy,unsp,41,"43,995","38,050","35,369","5,945"
7582,550,unsp,Used,f,19800,2013,Black,4.6 L,Gasoline,CA,Pac,Premium,unsp,unsp,43,"57,995","63,937","60,064","5,942"
4360,550,unsp,Used,f,20027,2011,Black,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,7,"46,990","52,932","48,622","5,942"
282,550,unsp,New,f,16,2015,White,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,68,"119,350","113,410","113,555","5,940"
8977,550,unsp,Used,f,114800,2007,Black,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,2,"28,999","23,061","24,686","5,938"
6323,550,unsp,New,f,49,2014,Black,4.6 L,Gasoline,FL,SoA,unsp,unsp,20,18,"106,992","112,928","110,506","5,936"
9720,550,unsp,CPO,f,22261,2012,Black,4.6 L,Gasoline,AL,ESC,Premium,Alloy,unsp,59,"66,995","61,064","57,048","5,931"
5987,430,unsp,Used,f,106896,2006,Blue,4.3 L,Gasoline,MA,New,unsp,unsp,unsp,54,"18,995","13,065","12,874","5,930"
7902,550,unsp,CPO,f,34720,2012,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,70,"62,001","56,073","54,621","5,928"
7230,63 AMG,unsp,Used,f,65615,2009,Silver,6.3 L,Gasoline,TN,ESC,unsp,Alloy,unsp,61,"40,849","46,776","47,890","5,927"
6168,550,unsp,Used,f,14469,2013,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,5,"61,994","67,919","63,248","5,925"
2597,63 AMG,unsp,New,f,9,2015,Silver,5.5 L,Gasoline,CA,Pac,unsp,Alloy,20,63,"157,255","163,179","164,433","5,924"
